/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_23_571.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_23_571.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_23_571.jpg,0,1,0,4.743096
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_23_650.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_23_650.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_23_650.jpg,0,1,0,5.670787
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_23_728.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_23_728.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_23_728.jpg,0.15,1,0,6.586928
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_23_800.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_23_800.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_23_800.jpg,0.3,1,0,7.257199
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_23_875.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_23_875.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_23_875.jpg,0.5344859,1,0,8.120979
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_23_946.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_23_946.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_23_946.jpg,0.357531,1,0,8.792627
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_24_017.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_24_017.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_24_017.jpg,0.1068841,1,0,9.691226
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_24_090.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_24_090.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_24_090.jpg,0,1,0,10.57084
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_24_163.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_24_163.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_24_163.jpg,0,1,0,11.23182
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_24_234.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_24_234.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_24_234.jpg,0.2,1,0,11.86864
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_24_305.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_24_305.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_24_305.jpg,0.210285,1,0,12.78303
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_24_384.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_24_384.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_24_384.jpg,0,1,0,13.61191
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_24_452.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_24_452.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_24_452.jpg,0,1,0,14.50575
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_24_523.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_24_523.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_24_523.jpg,0.15,1,0,15.04615
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_24_597.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_24_597.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_24_597.jpg,0.2495849,1,0,15.8735
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_24_673.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_24_673.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_24_673.jpg,0,1,0,16.71606
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_24_746.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_24_746.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_24_746.jpg,0.02895221,1,0,17.37549
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_24_823.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_24_823.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_24_823.jpg,0.06245404,1,0,18.1972
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/center_2017_04_20_00_52_24_898.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/left_2017_04_20_00_52_24_898.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/reversedata/IMG/right_2017_04_20_00_52_24_898.jpg,0.06431526,1,0,19.01558
