/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/center_2017_04_20_00_11_33_101.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/left_2017_04_20_00_11_33_101.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/right_2017_04_20_00_11_33_101.jpg,-0.0502068,1,0,30.19029
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/center_2017_04_20_00_11_33_171.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/left_2017_04_20_00_11_33_171.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/right_2017_04_20_00_11_33_171.jpg,-0.03903952,1,0,30.19046
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/center_2017_04_20_00_11_33_238.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/left_2017_04_20_00_11_33_238.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/right_2017_04_20_00_11_33_238.jpg,-0.03903952,1,0,30.19057
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/center_2017_04_20_00_11_33_318.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/left_2017_04_20_00_11_33_318.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/right_2017_04_20_00_11_33_318.jpg,-0.0446921,1,0,30.19035
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/center_2017_04_20_00_11_33_392.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/left_2017_04_20_00_11_33_392.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/right_2017_04_20_00_11_33_392.jpg,-0.05411305,1,0,30.1902
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/center_2017_04_20_00_11_33_465.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/left_2017_04_20_00_11_33_465.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/right_2017_04_20_00_11_33_465.jpg,-0.05411305,1,0,30.19022
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/center_2017_04_20_00_11_33_536.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/left_2017_04_20_00_11_33_536.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/right_2017_04_20_00_11_33_536.jpg,-0.03177849,1,0,30.19038
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/center_2017_04_20_00_11_33_606.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/left_2017_04_20_00_11_33_606.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/right_2017_04_20_00_11_33_606.jpg,-0.001999081,1,0,30.19028
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/center_2017_04_20_00_11_33_680.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/left_2017_04_20_00_11_33_680.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/right_2017_04_20_00_11_33_680.jpg,0.005445772,1,0,30.19023
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/center_2017_04_20_00_11_33_750.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/left_2017_04_20_00_11_33_750.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/right_2017_04_20_00_11_33_750.jpg,-0.003975184,1,0,30.19034
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/center_2017_04_20_00_11_33_817.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/left_2017_04_20_00_11_33_817.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/right_2017_04_20_00_11_33_817.jpg,-0.0435432,1,0,30.18982
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/center_2017_04_20_00_11_33_892.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/left_2017_04_20_00_11_33_892.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/right_2017_04_20_00_11_33_892.jpg,-0.05296415,1,0,30.18985
/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/center_2017_04_20_00_11_33_965.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/left_2017_04_20_00_11_33_965.jpg,/Users/Soeren/Documents/SelfDrivingCarND/Projects/Behavioral Cloning/recoverydata5/IMG/right_2017_04_20_00_11_33_965.jpg,-0.05296415,1,0,30.19006
